Clinic Aid Code,Genre,Average Age of the SME (years),"Specialty of the 
Medical Equipment",Marca,Modelo,Año,Número Serie,"Number of 
Consultations per Month",Clinic Size,% of Patients with Middle-Low to Low Income,Total Staff,Attends Patients with Health Insurance,Location of the Clinic,ZIP CODE,REGION,State,Municipality,City,Address,Instagram,Facebook,LinkedIn,Web Page,Final_Address,latitud,longitud,New_Address,geometry,CVEGEO,NSE_score,NSE,clave
MS2848-001,Woman,13.00821918,Odontology,DEXIS,OP3D PRO 3 EN 1,2023,"IE2310303, P205N23JP1",320,Micro,0.6,4,No,Urban,57710,Center,México,Nezahualcóyotl,Ciudad Nezahualcoyotl,BALBUENA 58,https://www.instagram.com/saludental_viridiana/,https://www.facebook.com/ViridianaEstradaSanchez2201/?paipv=0&eav=AfaX9XHh4P2jyhuJsF290f1UpeHIBHgbEmJp7Ks8UbcvKn43zJ0vh5M7NJ9LD5B_-qw&_rdr,,,"BALBUENA 58, Ciudad Nezahualcoyotl",19.38212265,-99.01215418,México Nezahualcóyotl Ciudad Nezahualcoyotl BALBUENA 58,POINT (-99.01215418 19.38212265),1.5058E+12,10.95008765,Medio,1.5058E+12
MS2871-001,Woman,7.597260274,Odontology,Carl Zeiss Dental ,Loupe Eye mag Pro S ,2024,0,320,Micro,0.4,4,Yes,Rural,52004,Center,México,Lerma,Lerma,BLVD MIGUEL ALEMAN 57,https://www.doctoralia.com.mx/clinicas/4u-dental-studio,https://4udentalstudio.com/#inicio,https://4udentalstudio.com/#inicio,,"BLVD MIGUEL ALEMAN 57, Lerma",19.29234415,-99.5572003,México Lerma Lerma BLVD MIGUEL ALEMAN 57,POINT (-99.5572003 19.29234415),1.5051E+12,11.70766783,Medio,1.5051E+12
MS2872-001,Woman,3,Gynecology,general electric,VERSANA BALANCE,2021,6247350WX0,4680,Medium,0.3,36,Yes,Urban,21100,NorthWest,Baja California,Mexicali,Mexicali,MADERO 1119,,,https://www.misprimerosmildias.com/ginecologia-y-control-prenatal/,,"MADERO 1119, Mexicali",32.6658388,-115.4752524,Baja California Mexicali Mexicali MADERO 1119,POINT (-115.4752524 32.6658388),2.002E+11,23.37708202,Alto,2.002E+11
MS2878-001,Woman,21.01369863,Odontology,carl zeiss,,2024,6627515076,320,Micro,0.6,3,No,Urban,99000,NorthEast,Zacatecas,Fresnillo,Fresnillo,JUAN DE TOLOSA 217,,,https://medica-san-vicente.negocio.site/,,"JUAN DE TOLOSA 217, Fresnillo",23.18530141,-102.8677607,Zacatecas Fresnillo Fresnillo JUAN DE TOLOSA 217,POINT (-102.8677607 23.18530141),3.201E+12,13.63439981,Medio-Alto,3.201E+12
MS2881-001,Woman,12.00547945,Odontology,CARL ZEISS DENTAL ,OPMI PICO PRO ,2024,6722303938,320,Micro,0.3,3,No,Semiurban,47200,West-Bajío,Jalisco,Teocaltiche,Teocaltiche,Degollado 43,https://www.instagram.com/dra.isaram/?utm_source=qr,,,,"Degollado 43, Teocaltiche",21.43907851,-102.5758248,Jalisco Teocaltiche Teocaltiche Degollado 43,POINT (-102.5758248 21.43907851),1.4091E+12,3.562644644,Bajo-Alto,1.4091E+12
AP1252-001,Man,14.56712329,Radiology,Carestream,CS8100 3D 3700,2024,KKUA072,1660,Micro,0.6,4,No,Rural,97130,South,Yucatán,Mérida,Mérida,Calle 29,https://www.instagram.com/prodent_upn/?hl=es,https://www.facebook.com/prodent.distribuidora,https://www.facebook.com/distribuidora.prodent,,"Calle 29, Mérida",20.998642,-89.5849047,Yucatán Mérida Mérida Calle 29,POINT (-89.5849047 20.998642),3.105E+12,25.47789551,Alto,3.105E+12
AP1252-001,Man,14.56712329,Radiology,Carestream,CS8100 3D 3700,2024,KKUA072,1660,Micro,0.6,4,No,Rural,97130,South,Yucatán,Mérida,Mérida,Calle 29,https://www.instagram.com/prodent_upn/?hl=es,https://www.facebook.com/prodent.distribuidora,https://www.facebook.com/distribuidora.prodent,,"Calle 29, Mérida",20.998642,-89.5849047,Yucatán Mérida Mérida Calle 29,POINT (-89.5849047 20.998642),3.105E+12,25.47789551,Alto,3.105E+12
MS2932-001,Woman,5.265753425,Odontology,SIRONA ,OMNICAM AF,2024,100184,960,Small,0.3,9,Yes,Semiurban,77764,South,Quintana Roo,Tulum,Tulum,AV TULUM MZ 8 L 1 LOC 7,https://www.doctoralia.com.mx/sara-toledano/dentista-odontologo/yucatan#address-id=%5B372043%2C372545%5D&filters%5Bservices%5D%5B%5D=3845,https://www.facebook.com/DoveraOdonto/?locale=es_LA,https://www.doveradental.com/especialistas,,"AV TULUM MZ 8 L 1 LOC 7, Tulum",20.21332703,-87.45461038,Quintana Roo Tulum Tulum AV TULUM MZ 8 L 1 LOC 7,POINT (-87.45461038 20.21332702622425),2.3009E+12,-3.565733659,Bajo-Medio,2.3009E+12
MS2986-001,Enterprise,5.134246575,Odontology,SIRONA,OMNICAM AF,2022,0,1140,Small,0.4,8,No,Urban,76090,Center,Querétaro,Querétaro,Querétaro,Avenida Colinas del Cimatario 415,https://www.instagram.com/glow.dentalspa/?hl=es,https://www.facebook.com/glowdspa/,,,"Avenida Colinas del Cimatario 415, Querétaro",20.57271244,-100.372235,Querétaro Querétaro Querétaro Avenida Colinas del Cimatario 415,POINT (-100.372235 20.57271244),220140001091A,30.47123551,Alto,220140001091A
MS3006-001,Woman,12.6,Odontology,CARL ZEISS,Loupe EyeMag Pro S,2024,0,320,Micro,0.5,3,No,Urban,27000,NorthEast,Coahuila de Zaragoza,Torreón,Torreón,AV JUAREZ OTE 444,,,https://comerciomexico.com/proveedores/maria-los-angeles-pietschmann-santamaria.html,,"AV JUAREZ OTE 444, Torreón",25.53803397,-103.4436359,Coahuila de Zaragoza Torreón Torreón AV JUAREZ OTE 444,POINT (-103.4436359 25.53803397),5.035E+11,11.64969311,Medio,5.035E+11
MS3033-001,Man,5.002739726,Odontology,carl zeiss,OPMI Pico,2023,0,320,Micro,0.2,3,No,Urban,81240,NorthWest,Sinaloa,Ahome,Los Mochis,BLVD RIO FUERTE 683,https://www.facebook.com/robertolq,https://www.facebook.com/karen.villela.5?mibextid=ZbWKwL,https://www.doctoralia.com.mx/roberto-lopez-quintana/ginecologo/los-mochis,,"BLVD RIO FUERTE 683, Los Mochis",25.82066233,-108.9847664,Sinaloa Ahome Los Mochis BLVD RIO FUERTE 683,POINT (-108.9847664 25.82066233),250010001313A,21.68786534,Alto,250010001313A
AP0786-002,Man,15.00821918,Gynecology,GE,Voluson P8,2021,VP8809459,140,Micro,0.4,3,Yes,Urban,3330,Center,Ciudad de México,Benito Juárez,Ciudad de México,AV. RIO CHURUBUSCO 601,NO CUENTA,NO CUENTA,NO CUENTA,,"AV. RIO CHURUBUSCO 601, Ciudad de México",19.3599383,-99.16893844,Ciudad de México Benito Juárez Ciudad de México AV. RIO CHURUBUSCO 601,POINT (-99.16893844 19.3599383),9.014E+11,30.96111455,Alto,9.014E+11
MS3059-001,Man,11.50136986,Odontology,SIRONA,OMNICAM AF,2024,1861,640,Small,0.4,6,Yes,Urban,38015,West-Bajío,Guanajuato,Celaya,Celaya,MANUEL J CLOUTHIER 200,,https://www.facebook.com/OrtodonciaEstetik/service,,,"MANUEL J CLOUTHIER 200, Celaya",20.55319626,-100.834233,Guanajuato Celaya Celaya MANUEL J CLOUTHIER 200,POINT (-100.834233 20.55319626),1.1007E+12,16.98085028,Medio-Alto,1.1007E+12
MS3080-001,Woman,3,Imagenology,mindray,DC40 FULL HD,2024,0,300,Micro,0.7,3,No,Semiurban,71985,South,Oaxaca,San Pedro Mixtepec -Dto. 22 -,Puerto Escondido,CALLE 11 (MANDIMBO) MZ 23 LT 11,,,,,"CALLE 11 (MANDIMBO) MZ 23 LT 11, Puerto Escondido",15.88177254,-97.09173408,Oaxaca San Pedro Mixtepec -Dto. 22 - Puerto Escondido CALLE 11 (MANDIMBO) MZ 23 LT 11,POINT (-97.09173408 15.881772539685857),2.0318E+12,-0.889561535,Bajo-Medio,2.0318E+12
MS3134-001,Woman,6.98630137,Odontology,CARL ZEISS ,LOUPE EYEMAG PRO S,2023,0,320,Micro,0.85,5,No,Rural,74126,Center,Puebla,San Martín Texmelucan,San Martín Texmelucan,VENUSTIANO CARRANZA 40,,,,,"VENUSTIANO CARRANZA 40, San Martín Texmelucan",19.26530825,-98.45594035,Puebla San Martín Texmelucan San Martín Texmelucan VENUSTIANO CARRANZA 40,POINT (-98.45594035 19.26530825),2.1132E+12,-4.920008236,Bajo-Medio,2.1132E+12
MS3179-001,Woman,8.550684932,Odontology,SIRONA,Omnicam AF REFURBISHED,2024,100210,320,Micro,0.3,3,No,Urban,77506,South,Quintana Roo,Benito Juárez,Cancún,AVENIDA DEL SOL MANZANA 4 LOTE 36,,,http://unedent.blogspot.com/2010/09/nuestros-medicos.html?m=0,,"AVENIDA DEL SOL MANZANA 4 LOTE 36, Cancún",21.15291122,-86.82883151,Quintana Roo Benito Juárez Cancún AVENIDA DEL SOL MANZANA 4 LOTE 36,POINT (-86.82883151 21.152911221773188),2.3005E+12,-3.420535631,Bajo-Medio,2.3005E+12
MS4216-001,Man,8.920547945,Ophthalmology,isem ,LAMPARA DE HENDIDURA S390LM,2023,S390L-J202401440-01-00009,340,Micro,0.15,3,No,Urban,5348,Center,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,VASCO DE QUIROGA 4001,,,https://www.doctoralia.com.mx/felipe-prado-vasquez/oftalmologo/colima,,"VASCO DE QUIROGA 4001, Ciudad de México",19.3576089,-99.2833628,Ciudad de México Cuajimalpa de Morelos Ciudad de México VASCO DE QUIROGA 4001,POINT (-99.2833628 19.3576089),9.004E+11,36.48244584,Alto,9.004E+11
MS3197-001,Woman,10.00547945,Odontology,CARL ZEISS DENTAL ,LOUPE EYE MAG F ,2021,0,320,Micro,0.5,3,No,Urban,64710,NorthEast,Nuevo León,Monterrey,Monterrey,LOMA VERDE 2204,,,https://mx.linkedin.com/in/carolina-garza-leija-842b429,,"LOMA VERDE 2204, Monterrey",25.73286719,-100.355334,Nuevo León Monterrey Monterrey LOMA VERDE 2204,POINT (-100.355334 25.73286719),1.9039E+12,11.96565692,Medio,1.9039E+12
MS3211-001,Man,4.901369863,Odontology,SIRONA,OMNICAM AF REFURBISHED,2024,"100209, 8160, 93262567, 6562852 ",320,Micro,0.2,4,Yes,Semiurban,36310,West-Bajío,Guanajuato,San Francisco del Rincón,San Francisco del Rincón,OCEANO PACIFICO 1113,https://www.instagram.com/ricardohdez4/,https://www.instagram.com/ardental_clinic/,,,"OCEANO PACIFICO 1113, San Francisco del Rincón",21.0365481,-101.8504455,Guanajuato San Francisco del Rincón San Francisco del Rincón OCEANO PACIFICO 1113,POINT (-101.8504455 21.0365481),1.1031E+12,18.5166962,Alto,1.1031E+12
MS3226-001,Man,10.00547945,Odontology,SIRONA,OMNICAM AF REFURBISHED,2024,"100211 , 008164 , 6991458 ",320,Micro,0.4,3,No,Urban,56370,Center,México,Chicoloapan,San Vicente Chicoloapan de Juárez,AV HIDALGO 55,,,,,"AV HIDALGO 55, San Vicente Chicoloapan de Juárez",19.41780911,-98.90801266,México Chicoloapan San Vicente Chicoloapan de Juárez AV HIDALGO 55,POINT (-98.90801266 19.41780911),1.5029E+12,4.647160875,Medio-Bajo,1.5029E+12
MS3257-001,Man,16.00821918,Odontology,DENTSPLY SIRONA,OMNICAM AF REFURBISHED,2024,100219,320,Micro,0.6,3,No,Urban,87000,NorthEast,Tamaulipas,Victoria,Ciudad Victoria,Norberto Treviño 326,,https://www.facebook.com/profile.php?id=100063619568257,,,"Norberto Treviño 326, Ciudad Victoria",23.74326193,-99.15046744,Tamaulipas Victoria Ciudad Victoria Norberto Treviño 326,POINT (-99.15046744 23.74326193),2.8041E+12,14.84082552,Medio-Alto,2.8041E+12
MS3257-001,Man,16.00821918,Odontology,DENTSPLY SIRONA,OMNICAM AF REFURBISHED,2024,100219,320,Micro,0.6,3,No,Urban,87000,NorthEast,Tamaulipas,Victoria,Ciudad Victoria,Norberto Treviño 326,,https://www.facebook.com/profile.php?id=100063619568257,,,"Norberto Treviño 326, Ciudad Victoria",23.74326193,-99.15046744,Tamaulipas Victoria Ciudad Victoria Norberto Treviño 326,POINT (-99.15046744 23.74326193),2.8041E+12,14.84082552,Medio-Alto,2.8041E+12
MS3258-001,Woman,9.005479452,Odontology,Carl Zeiss,Loupe eye mag F,2024,6905519439,960,Small,0.4,9,Yes,Urban,94294,South,Veracruz de Ignacio de la Llave,Boca del Río,Boca del RÍo,LA FRAGUA 2728,https://www.instagram.com/biostyleveracruz?igshid=YmMyMTA2M2Y%3D,https://www.facebook.com/BioStyleVeracruz/?locale=es_LA,https://clinicabiostyle.com/,,"LA FRAGUA 2728, Boca del RÍo",19.16833727,-96.13172997,Veracruz de Ignacio de la Llave Boca del Río Boca del RÍo LA FRAGUA 2728,POINT (-96.13172997 19.16833727),3.0193E+12,12.12806708,Medio,3.0193E+12
MS3258-001,Woman,9.005479452,Odontology,Carl Zeiss,Loupe eye mag F,2024,6905519439,960,Small,0.4,9,Yes,Urban,94294,South,Veracruz de Ignacio de la Llave,Boca del Río,Boca del RÍo,LA FRAGUA 2728,https://www.instagram.com/biostyleveracruz?igshid=YmMyMTA2M2Y%3D,https://www.facebook.com/BioStyleVeracruz/?locale=es_LA,https://clinicabiostyle.com/,,"LA FRAGUA 2728, Boca del RÍo",19.16833727,-96.13172997,Veracruz de Ignacio de la Llave Boca del Río Boca del RÍo LA FRAGUA 2728,POINT (-96.13172997 19.16833727),3.0193E+12,12.12806708,Medio,3.0193E+12
AP2585-001,Enterprise,1.928767123,Hyperbaric Medicine,BIOBARICA,CAMARA HIPERBARICA,2024,0,280,Micro,0.3,4,Yes,Urban,5348,Center,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,VASCO DE QUIROGA 4299,https://www.instagram.com/dr.avb.cirugiaplastica/?hl=es,https://cmcper.org.mx/directorio/doctor/andre-victor-baldin/,https://www.linkedin.com/in/andr%C3%A9-victor-baldin-749214133/?originalSubdomain=mx,,"VASCO DE QUIROGA 4299, Ciudad de México",19.3568757,-99.2836814,Ciudad de México Cuajimalpa de Morelos Ciudad de México VASCO DE QUIROGA 4299,POINT (-99.2836814 19.3568757),9.004E+11,36.48244584,Alto,9.004E+11
AP3256-001,Enterprise,10.08493151,Physiotherapy,Btl Fisioterapia,BTL,2024,04900B004099 ,1120,Small,0.5,12,Yes,Urban,5348,Center,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,VASCO DE QUIROGA 4299,https://www.instagram.com/athletecaremx/,https://www.facebook.com/athletecaremx,https://www.xuuxtech.com.mx/,,"VASCO DE QUIROGA 4299, Ciudad de México",19.3568757,-99.2836814,Ciudad de México Cuajimalpa de Morelos Ciudad de México VASCO DE QUIROGA 4299,POINT (-99.2836814 19.3568757),9.004E+11,36.48244584,Alto,9.004E+11
MS3346-001,Woman,2.205479452,Odontology,SIRONA ,PRIMESCAN CONNECT ,2024,"804232, 7117603 ",320,Micro,0.3,3,No,Urban,53100,Center,México,Naucalpan de Juárez,Naucalpan de Juárez,CIRCUITO EDUCADORES 18,https://www.instagram.com/soymarfil/?igshid=OGQ5ZDc2ODk2ZA%3D%3D,,https://www.tiktok.com/@soy_marfil?_t=8hZx8fmZaXl&_r=1,,"CIRCUITO EDUCADORES 18, Naucalpan de Juárez",19.52023423,-99.2391301,México Naucalpan de Juárez Naucalpan de Juárez CIRCUITO EDUCADORES 18,POINT (-99.2391301 19.52023423),1.5057E+12,31.47751921,Alto,1.5057E+12
AP2285-001,Man,14.00821918,Physiotherapy,Btl Fisioterapia,BLT-6000 TR-Therapy con carro de traslado-2022,2022,04900B003709 ,640,Small,0.15,7,No,Urban,3100,Center,Ciudad de México,Benito Juárez,Ciudad de México,PILARES 506,https://www.instagram.com/clinicamover_t/,https://www.facebook.com/FisioterapiayClinicaMoverT,https://www.tiktok.com/@clinicamovert?_t=8WcPH3Zxi2X&_r=1,,"PILARES 506, Ciudad de México",19.3561068,-99.2033067,Ciudad de México Benito Juárez Ciudad de México PILARES 506,POINT (-99.2033067 19.3561068),9.01E+11,29.32023964,Alto,9.01E+11
MS3455-001,Woman,5.917808219,Odontology,carl zeiss,OPMI Pico + Documentacion externa,2024,6627515729,320,Micro,0.55,5,Yes,Urban,50180,Center,México,Toluca,Toluca de Lerdo,Jesus Carranza 448 ,https://www.instagram.com/amandalhdez?igsh=Mjhobm1vYjh3NGpm,https://www.facebook.com/amanda.lara.182?mibextid=ZbWKwL,https://www.facebook.com/p/Diente-de-Le%C3%B3n-Consultorio-Dental-100063495342537/?paipv=0&eav=AfYUBloT0oi2JQuCoMktvuBOojME6vwzNbLG6iQ0oALmGGv7n3llS7HIR-JHNAlsSiU&_rdr,,"Jesus Carranza 448 , Toluca de Lerdo",19.2807616,-99.65796125,México Toluca Toluca de Lerdo Jesus Carranza 448 ,POINT (-99.65796125 19.2807616),1.5106E+12,20.89005359,Alto,1.5106E+12
MS3481-001,Man,6.002739726,Odontology,carl zeiss,OPMI Pico Standar + Sistema documentación ext,2021,6627515690,320,Micro,0.6,4,Yes,Urban,39670,West-Bajío,Guerrero,Acapulco de Juárez,Acapulco de Juárez,ALVARO DE AMEZQUITA 7,https://www.instagram.com/endo_alancazares/,https://www.facebook.com/profile.php?id=61552251204161,https://www.doctoralia.com.mx/alan-b-cazares-leyva/dentista-odontologo/guerrero,https://www.instagram.com/endodoncia.exclusiva.acapulco/,"ALVARO DE AMEZQUITA 7, Acapulco de Juárez",16.86310933,-99.88327585,Guerrero Acapulco de Juárez Acapulco de Juárez ALVARO DE AMEZQUITA 7,POINT (-99.88327585 16.86310933),1.2001E+12,-16.47110007,Bajo,1.2001E+12
MS3505-001,Man,3,Odontology,SIRONA,CEREC MCX,2024,"243992, 220068, 2782, 4222, 509109 ",320,Micro,0.8,3,No,Urban,78260,West-Bajío,San Luis Potosí,San Luis Potosí,San Luis Potosí,MARIANO AVILA 901,,https://m.facebook.com/profile.php/?id=100054344988431,,,"MARIANO AVILA 901, San Luis Potosí",22.1552133,-100.9908698,San Luis Potosí San Luis Potosí San Luis Potosí MARIANO AVILA 901,POINT (-100.9908698 22.1552133),2.4028E+12,24.91896462,Alto,2.4028E+12
MS3512-001,Man,10.00547945,Odontology,SIRONA ,OMNICAM AF,2024,2484,320,Micro,0.3,4,Yes,Urban,67150,NorthEast,Nuevo León,Guadalupe,Guadalupe,AV AZTECA 175 ,https://www.instagram.com/zirconlabmty/?hl=es-la,https://www.facebook.com/hhzircmty/?locale=es_LA,https://odontolab.com.mx/,,"AV AZTECA 175 , Guadalupe",25.67944735,-100.2440554,Nuevo León Guadalupe Guadalupe AV AZTECA 175 ,POINT (-100.2440554 25.67944735),1.9026E+12,24.68535585,Alto,1.9026E+12
MS3512-002,Man,10.00547945,Odontology,SIRONA ,OMNICAM AF,2021,"2507, 7503, SLI1809222 , 3-7193651",320,Micro,0.3,4,Yes,Urban,67150,NorthEast,Nuevo León,Guadalupe,Guadalupe,AV AZTECA 175 ,https://www.instagram.com/zirconlabmty/?hl=es-la,https://www.facebook.com/hhzircmty/?locale=es_LA,https://odontolab.com.mx/,,"AV AZTECA 175 , Guadalupe",25.67944735,-100.2440554,Nuevo León Guadalupe Guadalupe AV AZTECA 175 ,POINT (-100.2440554 25.67944735),1.9026E+12,24.68535585,Alto,1.9026E+12
MS3520-001,Man,24.01369863,Ophthalmology,ISEM,LAMPARA DE HENDIDURA S390LM,2024,S390L-J202308102,340,Micro,0.5,3,No,Urban,49000,West-Bajío,Jalisco,Zapotlán el Grande,Ciudad Guzmán,CRISTOBAL COLON 185,,https://www.facebook.com/pages/Hospital%20San%20Jose/298121030205020/,https://www.doctoralia.com.mx/carlos-gerardo-casillas-gudino/oftalmologo/-,,"CRISTOBAL COLON 185, Ciudad Guzmán",19.71388773,-103.4610127,Jalisco Zapotlán el Grande Ciudad Guzmán CRISTOBAL COLON 185,POINT (-103.4610127 19.71388773),1.4023E+12,14.60665373,Medio-Alto,1.4023E+12
MS3534-001,Enterprise,11.37260274,Odontology,SIRONA,HORNO CEREC SPEED FIRE,2024,506281,1520,Small,0.3,10,Yes,Urban,62170,Center,Morelos,Cuernavaca,Cuernavaca,AV MANUEL AVILA CAMACHO 274,https://www.instagram.com/benaventedental?igsh=MThrNWdodm9tbmx5Mw==,https://www.facebook.com/benaventemx?mibextid=zOiqff,https://benaventedental.com.mx/#/site/installations,,"AV MANUEL AVILA CAMACHO 274, Cuernavaca",18.93645312,-99.24502521,Morelos Cuernavaca Cuernavaca AV MANUEL AVILA CAMACHO 274,POINT (-99.24502521 18.93645312),170070001012A,14.23166342,Medio-Alto,170070001012A
MS3542-001,Woman,6.002739726,Odontology,SIRONA ,Primescan Connect,2024,803867,320,Micro,0.4,4,No,Urban,25730,NorthEast,Coahuila de Zaragoza,Monclova,Monclova,RIO BALSAS 201,https://www.instagram.com/dentimed_mva/,https://www.facebook.com/profile.php?id=100063604526156,,,"RIO BALSAS 201, Monclova",26.92619805,-101.4151213,Coahuila de Zaragoza Monclova Monclova RIO BALSAS 201,POINT (-101.4151213 26.92619805),5.018E+11,22.96075053,Alto,5.018E+11
MS3544-001,Man,5.169863014,Ophthalmology,MEDIWORKS,SISTEMA DE VIDEO,2022,J202301126-02-00007,340,Micro,0.3,4,No,Urban,59300,West-Bajío,Michoacán de Ocampo,La Piedad,La piedad de Cabadas,GENERAL ENRIQUE RAMIREZ 48,,https://www.facebook.com/cirujanooftalmolog/,https://cmoftalmologia.org/michoacan/,,"GENERAL ENRIQUE RAMIREZ 48, La piedad de Cabadas",20.34860118,-102.0304483,Michoacán de Ocampo La Piedad La piedad de Cabadas GENERAL ENRIQUE RAMIREZ 48,POINT (-102.0304483 20.34860118),1.6069E+12,7.249733421,Medio-Bajo,1.6069E+12
MS3553-001,Man,4,Ophthalmology,MEDIWORKS,S390 LM/ T170,2023,J202211063,340,Micro,0.3,4,Yes,Urban,31203,NorthWest,Chihuahua,Chihuahua,Chihuahua,PERIF ORTIZ MENA 3328,https://www.instagram.com/jaimealvidrez_oftalmo?fbclid=IwAR1uYrVgLbt4tY_Ri9T0I3UyuIZQNbC0A20k5xu5LjL6W-0Qu3cID_idGaI,https://www.facebook.com/jaimealvidrezoftalmo,https://drjaimealvidrez.com/,,"PERIF ORTIZ MENA 3328, Chihuahua",28.65700157,-106.1001542,Chihuahua Chihuahua Chihuahua PERIF ORTIZ MENA 3328,POINT (-106.1001542 28.65700157),080190001308A,30.30432391,Alto,080190001308A
MS3557-001,Man,33.02191781,Odontology,CARL ZEISS DENTAL ,Opmi pico con documentación Interna,2024,6627515711,1600,Small,0.3,7,Yes,Urban,82000,NorthWest,Sinaloa,Mazatlán,Mazatlán,CALLE 5 DE MAYO 1725,,https://www.facebook.com/ernesto.bertrandmolares,https://www.doctoralia.com.mx/ernesto-bertrand-morales/dentista-odontologo/mazatlan,,"CALLE 5 DE MAYO 1725, Mazatlán",23.20014687,-106.4228523,Sinaloa Mazatlán Mazatlán CALLE 5 DE MAYO 1725,POINT (-106.4228523 23.20014687),2.5012E+12,7.549007658,Medio-Bajo,2.5012E+12
MS3560-001,Man,19.0109589,Ophthalmology,ICARE,IC 100,2024,2321AJ008                      ,340,Micro,0.5,3,Yes,Rural,47270,West-Bajío,Jalisco,Encarnación de Díaz,Encarnación de Díaz,SAN JUAN 201,,https://www.facebook.com/StarViewOptica/,https://nicelocal.com.mx/jalisco/optics/optica_star_view/,,"SAN JUAN 201, Encarnación de Díaz",21.51448562,-102.254597,Jalisco Encarnación de Díaz Encarnación de Díaz SAN JUAN 201,POINT (-102.254597 21.51448562),1.4035E+12,7.536065021,Medio-Bajo,1.4035E+12
MS3573-001,Man,6.673972603,Ophthalmology,MEDIWORKS,REFRACTOR OU,2024,2.32E+18,340,Micro,0.7,3,No,Urban,49000,West-Bajío,Jalisco,Zapotlán el Grande,Ciudad Guzmán,GENERAL JOSE SILVERIO NUÑEZ 102,,https://www.facebook.com/opticasanfran/,,,"GENERAL JOSE SILVERIO NUÑEZ 102, Ciudad Guzmán",19.70139479,-103.4661612,Jalisco Zapotlán el Grande Ciudad Guzmán GENERAL JOSE SILVERIO NUÑEZ 102,POINT (-103.4661612 19.70139479),1.4023E+12,12.57600176,Medio-Alto,1.4023E+12
MS3573-002,Man,6.673972603,Ophthalmology,huvitz,Autorefractor by Huvitz  ERK9100,2024,9RK00022D0022                  ,340,Micro,0.7,3,No,Urban,49000,West-Bajío,Jalisco,Zapotlán el Grande,Ciudad Guzmán,GENERAL JOSE SILVERIO NUÑEZ 102,,https://www.facebook.com/opticasanfran/,,,"GENERAL JOSE SILVERIO NUÑEZ 102, Ciudad Guzmán",19.70139479,-103.4661612,Jalisco Zapotlán el Grande Ciudad Guzmán GENERAL JOSE SILVERIO NUÑEZ 102,POINT (-103.4661612 19.70139479),1.4023E+12,12.57600176,Medio-Alto,1.4023E+12
MS3584-001,Man,3,Ophthalmology,MEDIWORKS + YEOSN,OU,2024,"J202308102, 231634893002783, ",340,Micro,0.7,3,No,Urban,61250,West-Bajío,Michoacán de Ocampo,Maravatío,Maravatío de Ocampo,ALVARO OBREGON 150,https://www.instagram.com/isra_rroyovel_?igsh=am1kZXM5bHI5OTFn&utm_source=qr,https://www.facebook.com/Israrroyo?mibextid=eQY6cl,,,"ALVARO OBREGON 150, Maravatío de Ocampo",19.87735349,-100.4605777,Michoacán de Ocampo Maravatío Maravatío de Ocampo ALVARO OBREGON 150,POINT (-100.4605777 19.87735349),1.605E+12,-3.741611077,Bajo-Medio,1.605E+12
MS3587-001,Woman,8.002739726,Ophthalmology,ICARE,IC100,2024,2405AJ022  ,340,Micro,0.4,4,No,Urban,32472,NorthWest,Chihuahua,Juárez,Juárez,AV CAMPOS ELISEOS 9371,https://www.instagram.com/ona_dra.estefania.romo?igsh=N2ZyM20wZDlnYzhi,https://www.facebook.com/onaoftalmologia/,https://onaoftalmologia.com/,,"AV CAMPOS ELISEOS 9371, Juárez",31.714194,-106.392954,Chihuahua Juárez Juárez AV CAMPOS ELISEOS 9371,POINT (-106.392954 31.714194),1.5057E+12,31.28513201,Alto,1.5057E+12
MS3597-001,Woman,9.005479452,Ophthalmology,MEDIWORKS,SISTEMA DE VIDEO,2022,0,340,Micro,0.1,4,Yes,Urban,44600,West-Bajío,Jalisco,Guadalajara,Guadalajara,CARLOS F. LANDEROS 609,https://www.doctoralia.com.mx/paulina-nunez-rivera/oftalmologo/guadalajara,https://www.facebook.com/oftalmologapaulinanrivera/,https://aviarmoniavisual.com/,,"CARLOS F. LANDEROS 609, Guadalajara",20.68568671,-103.3779211,Jalisco Guadalajara Guadalajara CARLOS F. LANDEROS 609,POINT (-103.3779211 20.68568671),1.4039E+12,30.00007806,Alto,1.4039E+12
MS3598-001,Man,14.55342466,Ophthalmology,ICARE,IC 100,2024,2405AJ021                      ,340,Micro,0.6,3,No,Urban,58020,West-Bajío,Michoacán de Ocampo,Morelia,Morelia,Avenida Lázaro Cárdenas 999,https://www.instagram.com/opticagdm/?hl=en,https://www.facebook.com/OpticaGafasMorelia/?locale=es_LA,https://www.opticamorelia.com/,,"Avenida Lázaro Cárdenas 999, Morelia",19.643704,-101.2331877,Michoacán de Ocampo Morelia Morelia Avenida Lázaro Cárdenas 999,POINT (-101.2331877 19.643704),1.6053E+12,10.33058174,Medio,1.6053E+12
